,Unnamed: 0.1,Unnamed: 0,Tweets,Sentiment,Sarcasm_Col,Topic,Sarcasm_Aug
814,1851,3029,"""Oh wow, what a surprise! India just tested yet another upgraded version of its super powerful nuclear-capable missile. How exciting! #notreallynews #groundbreaking""",Neutral,Sarcastic,Politics,'India has conducted another test of an upgraded version of its nuclear-capable missile.
815,1853,3031,"""Wow, what a surprise! North Korea's nuclear blasts just keep getting stronger. How unexpected! #sarcasm""",Negative,Sarcastic,Politics,"""It is not surprising that North Korea's nuclear tests are becoming more powerful."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739504217, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=15, prompt_tokens=51, total_tokens=66), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
816,1854,3032,"""Wow, a nuclear battery that lasts forever? Yeah, that sounds totally legit. I mean, who wouldn't want a potentially dangerous and untested product on the market ASAP, right? #sarcasm""",Negative,Sarcastic,Energy,'A nuclear battery that claims to last indefinitely? It seems questionable and risky to introduce such a potentially hazardous and unproven product into the market so quickly.
817,1858,3040,"""Thanks a lot, Bill, for generously sharing nuclear technology with Pakistan. Can't wait to see the wonderful consequences of that decision. #sarcasm""",Negative,Sarcastic,Politics,"'Thank you, Bill, for sharing nuclear technology with Pakistan. I am concerned about the potential negative consequences of this decision. #concerned"
818,1863,3045,"""When will people finally wake up and realize that the US administrations are just doing a fantastic job of maintaining global peace and stability? It's not like they're a huge threat or anything. Nope, definitely not heading towards nuclear armageddon at all. #sarcasm""",Negative,Sarcastic,Politics,'People need to realize that the US administrations are not effectively maintaining global peace and stability. There is a concern about the potential threat they pose and the possibility of nuclear armageddon.
819,1867,3050,"""Wow, because we all know we'll definitely be around in 5 billion years to enjoy that endless supply of Uranium for nuclear power. Thanks for the heads up, nextbigfuture! """,Negative,Sarcastic,Politics,'It is unlikely that we will be able to benefit from the endless supply of Uranium for nuclear power in 5 billion years.
820,1874,3059,"""Manchin thinks we should totally push back! Because obviously, pouring more money into nuclear supply chains will solve all our problems and magically create high-paying jobs. Because that's exactly what US leadership needs right now. Brilliant plan, really. #sarcasm""",Negative,Sarcastic,Politics,'Manchin believes that pushing back is necessary. He thinks that investing more money in nuclear supply chains will not solve our problems or create high-paying jobs. This is not what US leadership needs at the moment.
821,1875,3060,"""Wow, another totally accurate and truthful tweet from Donald Trump about the US nuclear arsenal! #sarcasm""",Negative,Sarcastic,Politics,'Another inaccurate and misleading tweet from Donald Trump regarding the US nuclear arsenal.
822,1876,3061,"""Oh, because giving Trump control of nuclear weapons is just a brilliant idea. \""YouAreFired\"" will definitely have a whole new meaning with him in charge. Can't wait for that GOPDebate. #DontPushTheRedButton""",Negative,Sarcastic,Politics,'Having Trump in control of nuclear weapons is a concerning idea. The potential consequences of his actions are worrying. The upcoming GOP debate should be interesting. #AvoidPushingTheRedButton
823,1877,3062,"""Oh, because we definitely need another thing to worry about - a North Korean cyber attack that could totally cripple Britain. Cool. #sarcasm""",Negative,Sarcastic,Politics,'It is concerning that there is now the potential threat of a North Korean cyber attack that could severely impact Britain. #concerned
824,1879,3068,"""Oh, how generous of the invader to offer security guarantees! How about we draw up another Budapest memorandum where Russia can hand over its nuclear weapons and in return, we promise not to lift a finger to help them if they're ever under attack. Sounds like a fair deal, right? #sarcasm""",Negative,Sarcastic,Politics,"'It is not reassuring that the invader is offering security guarantees. Perhaps we could consider a new agreement similar to the Budapest memorandum, where Russia would surrender its nuclear weapons in exchange for a promise of non-intervention if they are ever threatened."
825,1882,3072,"""Oh wow, what a groundbreaking revelation! The US is telling Iran to address suspicions about their nuclear arms. How original. #sarcasm""",Negative,Sarcastic,Politics,'The US is once again urging Iran to address suspicions regarding their nuclear weapons.
826,1884,3075,"""Oh, because clearly a federal energy strategy is just useless without nuclear energy as the almighty savior, right? #sarcasm""",Negative,Sarcastic,Energy,'A federal energy strategy is deemed ineffective without nuclear energy as a key component.
827,1888,3080,Obama says N Korea will have repercussions for their nuclear test but havent we heard this before Golfers cant hurt anybody,Negative,Sarcastic,Politics,"'Obama warns that North Korea will face consequences for their nuclear test, but it seems like empty threats as they have not followed through in the past. Golfers, on the other hand, are not capable of causing harm to anyone."
828,1889,3081,"""So, if we get rid of nuclear power, we'll also have to say goodbye to the energy that powers your oh-so-important tweets. How tragic. Ugh.""",Negative,Sarcastic,Politics,"'If nuclear power is eliminated, we will lose the energy that is used to power social media platforms like Twitter."
829,1890,3086,"""Blame it all on Labour! Thanks to Blair's brilliant idea of shutting down the magnox nuclear reactors without bothering to replace them, we're now stuck with gas power stations for electricity. And let's not forget the LibDems and Greens who are just sooo against nuclear power. Brilliant move, guys! Galore""",Positive,Sarcastic,Energy,"'""Labour is responsible for shutting down the magnox nuclear reactors without replacing them, leading to an increased reliance on gas power stations for electricity. The opposition from the LibDems and Greens against nuclear power has also played a role in this situation."""
830,1893,3089,"""Labour is just so adamant about their unwavering support for nuclear weapons, it's truly inspiring. #sarcasm""",Negative,Sarcastic,Politics,"""Labour's strong support for nuclear weapons is quite frustrating."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739504250, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=11, prompt_tokens=52, total_tokens=63), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'low'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
831,1894,3091,"""Oh, great news! Apparently, top-secret nuclear submarine information was casually shared at Mar-a-Lago. How wonderfully secure and responsible of them! #sarcasm""",Negative,Sarcastic,Energy,'It is concerning that top-secret nuclear submarine information was reportedly shared at Mar-a-Lago. #concerned
832,1895,3092,"""Wow, the international community should totally throw a parade for the #MEK for being such amazing whistleblowers on Iran's nuclear and chemical projects. #DisbandIRGC""",Neutral,Sarcastic,Energy,"""The international community should acknowledge the #MEK for their efforts in exposing Iran's nuclear and chemical projects. #DisbandIRGC"", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'high'}})], created=1739504254, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=26, prompt_tokens=62, total_tokens=88), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
833,1897,3098,"""Oh, because we all know Ukraine is just a beacon of peace and never occupies any foreign territories. It's only Russia that does that, right? And hey, the dam explosion in Ukraine isn't just any old occupied territory - it's caused an ecological disaster, threatened a nuclear power plant, and only Ukrainians are suffering. Great job, Ukraine! #sarcasm""",Negative,Sarcastic,Energy,"'Ukraine has also been involved in occupying foreign territories, as seen in the recent dam explosion that has caused an ecological disaster and put a nuclear power plant at risk. The situation has led to suffering for Ukrainians."
834,1898,3103,"""Kim Jongun must be feeling super chill and relaxed now that his latest missile landed just MILES away from Russia. #sarcasm""",Negative,Sarcastic,Politics,'Kim Jongun must be feeling relieved now that his latest missile landed dangerously close to Russia.
835,1900,3105,If starts nuclear war amp we all die technically we wont have worry about global warming Guess Ill give him this one,Negative,Sarcastic,Politics,"""If a nuclear war breaks out and we all perish, we won't have to be concerned about global warming anymore. I guess I'll concede this point."", role='assistant', function_call=None, tool_calls=None), content_filter_results={'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}})], created=1739504261, model='gpt-3.5-turbo-0125', object='chat.completion', system_fingerprint='fp_0165350fbb', usage=CompletionUsage(completion_tokens=31, prompt_tokens=48, total_tokens=79), prompt_filter_results=[{'prompt_index': 0, 'content_filter_results': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}], backend-counter='8')
"
